SL NO:,Dept. Name,Audit Unit Name,Period of last Audit,PARA NO. ,Audit Office,Para_ID,Para Subject,Observation Category Description,Observation Category,IIA/IIB,Monetory Amount,Recovery Amount,IR Despatch Date,Stage,Status,Query raised by,Query date,Response,Response date,Rejoinder date,Resource,File Type
1364,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,III/IIB/2015-16,GSA,,Non-deduction of Income Tax and surcharge thereon from the Contractors in respect of Non-Clinical services – Rs. 16012/-,,C,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1365,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,V/IIB/2015-16,GSA,,Non disposal of Condemned vehicles.,,G,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1366,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,I/IIB/2016-17,GSA,,"Non remittance of user charges Rs. 27,87,057/-",,J,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1367,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,II/IIB/2016-17,GSA,,NRHM-Non-remitttance of interest of Rs. 3.18 lakh to Government account.,,J,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1368,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,III/IIB/2016-17,GSA,,Increase in contract demand without immediate need resulting in avoidable expenditure by Rs. 8820/-,,D,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1369,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,IV/IIB/2016-17,GSA,,Non-Disposal of Un-Serviceable Article. ,,J,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1370,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,V/IIB/2016-17,GSA,,Idle vehicle without Driver,,G,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1371,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,VI/IIB/2016-17,GSA,,Non filling up of vacant posts.,,I,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1372,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,VII/IIB/2016-17,GSA,,"Non-reconciliation of JSY, FW, JSSK and others scheme cash book and bank pass book.",,F,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1373,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,VIII/IIB/2016-17,GSA,,Non-reconciliation of treasury figures.,,F,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1374,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,IX/IIB/2016-17,GSA,,Arogya Raksha Samithi accounts  not audited and Account not placed in the General Body Meeting of the society.,,F,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1375,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,X/IIB/2016-17,GSA,,Payment of Bio-medical waste management charges without agreement/MOU with contractor,,F,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1376,H&FW,"The District Surgeon, District Hospital, Yadgir",2016-17,XI/IIB/2016-17,GSA,,Discrepancy in Bank Reconciliation Statement,,J,IIB,,,12.07.17,,,,12.07.17,,R.N.R.,R.N.I.,,
1377,H&FW,The Administrative Medical Officer of Taluk  General Hospital Kunigal.,2014-15,I/IIA/2014-15,GSA,,"Audit of accounts of Arogya Raksha Samithi not conducted/Non-remittance of use charges to  Government Accounts Rs. 77,67,769/-",,J,IIA,,,11.05.16,,,,11.05.16,,02.05.2017,01.12.2017,,
1378,H&FW,The Administrative Medical Officer of Taluk  General Hospital Kunigal.,2014-15,I/IIB/2014-15,GSA,,Doubtful  purchase of medicines/linen-Rs. 4.98 lakh.,,I,IIB,,,11.05.16,,,,11.05.16,,02.05.2017,01.12.2017,,
1379,H&FW,The Administrative Medical Officer of Taluk  General Hospital Kunigal.,2014-15,II/IIB/2014-15,GSA,,Delay in supply of Hospital equipment and accessories.,,I,IIB,,,11.05.16,,,,11.05.16,,02.05.2017,01.12.2017,,
1380,H&FW,The Administrative Medical Officer of Taluk  General Hospital Kunigal.,2014-15,III/IIB/2014-15,GSA,,Avoidable expenditure of Rs. 0.48 lakh in purchase of linen.,,D,IIB,,,11.05.16,,,,11.05.16,,02.05.2017,01.12.2017,,
1381,H&FW,The Administrative Medical Officer of Taluk  General Hospital Kunigal.,2014-15,IV/IIB/2014-15,GSA,,"Non-production of vouchers-Rs. 2,97,178/-",,J,IIB,,,11.05.16,,,,11.05.16,,02.05.2017,01.12.2017,,
1382,H&FW,The Administrative Medical Officer of Taluk  General Hospital Kunigal.,2014-15,V/IIB/2014-15,GSA,,Transaction not  routed through cash book,,F,IIB,,,11.05.16,,,,11.05.16,,02.05.2017,01.12.2017,,
1383,H&FW,The Administrative Medical Officer of Taluk  General Hospital Kunigal.,2014-15,VI/IIB/2014-15,GSA,,Annual Physical  verification of  stock not  conducted and non-attestation of Madilu Kit Stock Register.,,F,IIB,,,11.05.16,,,,11.05.16,,02.05.2017,01.12.2017,,
1384,H&FW,The Administrative Medical Officer of Taluk  General Hospital Kunigal.,2014-15,VII/IIB/2014-15,GSA,,Non-receipt of compensation from KGID towards insurance claim.,,J,IIB,,,11.05.16,,,,11.05.16,,02.05.2017,01.12.2017,,
1385,H&FW,The Administrative Medical Officer of Taluk  General Hospital Kunigal.,2014-15,VIII/IIB/2014-15,GSA,,"Discrepancies in service register a) not updating  of Service registers b) not obtaining nomination forms,  c) Non-obtaining  of family photos & non attestation of date of birth.",,J,IIB,,,11.05.16,,,,11.05.16,,02.05.2017,01.12.2017,,
1386,H&FW,"The Chief Medical Officer, Taluk General Hospital,  Lingasugur ",2010-11 to 2014-15,I/IIB/2010-15,GSA,,"Non remittance of share of 50% of Government charges in respect of issue of Age Certificate, Medical  & Physical Fitness Certificate Charges to Government account.",,F,IIB,,,,,,,,,13.12.2017,16.03.2018,,
1387,H&FW,"The Chief Medical Officer, Taluk General Hospital,  Lingasugur ",2010-11 to 2014-15,II/IIB/2010-15,GSA,,Improper maintenance of General  and User charge cash book.,,J,IIB,,,,,,,,,13.12.2017,16.03.2018,,
1388,H&FW,"The Chief Medical Officer, Taluk General Hospital,  Lingasugur ",2010-11 to 2014-15,III/IIB/2010-15,GSA,,Non utilization of linen Items.,,G,IIB,,,,,,,,,13.12.2017,16.03.2018,,
1389,H&FW,"The Chief Medical Officer, Taluk General Hospital,  Lingasugur ",2010-11 to 2014-15,IV/IIB/2010-15,GSA,,Loss of incentive from electricity board on installation of Solar water heater.,,D,IIB,,,,,,,,,13.12.2017,16.03.2018,,
1390,H&FW,"The Chief Medical Officer, Taluk General Hospital,  Lingasugur ",2010-11 to 2014-15,V/IIB/2010-15,GSA,,"Irregular collection of service charges for  blood from BPL, ANC/PNC patients/ART.",,F,IIB,,,,,,,,,13.12.2017,16.03.2018,,
1391,H&FW,"The Chief Medical Officer, Taluk General Hospital,  Lingasugur ",2010-11 to 2014-15,VI/IIB/2010-15,GSA,,Non-disposal of  used  Hypo-solution wastage and used X-ray Films  worth Rs. 19308/-,,G,IIB,,,,,,,,,13.12.2017,16.03.2018,,
1392,H&FW,"The Chief Medical Officer, Taluk General Hospital,  Lingasugur ",2010-11 to 2014-15,VII/IIB/2010-15,GSA,,Non-disposal of condemned equipments and Ambulance.,,J,IIB,,,,,,,,,13.12.2017,16.03.2018,,
1393,H&FW,"The Chief Medical Officer, General Hospital Challakere,  Chitradurga ",2011-12 to 2015-16,I/IIB/2011-16,GSA,,Idle Ultrasound Scanning Euipment and Phototherapy Unit equipment.,,G,IIB,,,06.07.2018,,,,06.07.2018,,R.N.R.,R.N.I.,,
1394,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2011-12 to 2015-16,I/IIB/2012-15,GSA,,Non utilization of linen Stock-Rs. 39610/-,,I,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1395,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2011-12 to 2015-16,II/IIB/2013-15,GSA,,Non regulation of period of absence: Sri.  S. Sudhindra X-ray technician,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1396,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2011-12 to 2015-16,III/IIB/2013-15,GSA,,Preparation of incomplete annual Accounts under ARS-Rs. 9.96 lakh.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1397,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2011-12 to 2015-16,IV/IIB/2013-15,GSA,,Extension  of facilities to food  supplier without  monetary charges and resultant  regulation of uniform diet.,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1398,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2011-12 to 2015-16,I/IIB/2015-16,GSA,,"Non remittance of user charges Rs. 8,72,568/-",,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1399,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2011-12 to 2015-16,II/IIB/2015-16,GSA,,Non utilization of Blood storage equipment Rs. 3.18 lakh.,,G,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1400,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2011-12 to 2015-16,IV/IIB/2015-16,GSA,,Safety Code of Atomic Energy Regulatory board not followed.,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1401,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2016-17,I/IIB/2016-17,GSA,,"Avoidable  payment of Power Factor Penalty – Rs. 47,587/- and Interest of 92,907/- avoidable un-necessary demand charges Rs. 6.56 lakh.",,D,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1402,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2016-17,II/IIB/2016-17,GSA,,Bio-Medical  Waste Management.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1403,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2016-17,III/IIB/2016-17,GSA,,Non-renewal of Blood Storage Unit/Centre.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1404,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2016-17,IV/IIB/2016-17,GSA,,Excess drawal of  Special Allowances by Doctor-Rs. 2667/-,,B,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1405,H&FW,"The Chief Medical Officer, General Hospital,  T.Narasipura, Mysore District.",2016-17,V/IIB/2016-17,GSA,,Non preparation of Annual  Accounts under ARS last three years.,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1406,H&FW,"The Chief Medical Officer Taluk General Hospital, Sindagi, Vijayapura Dist.",2009-10 to 2015-16,I/IIB/2009-16,GSA,,"Idle stock of Linen-Rs. 1,46,800 lakh.",,G,IIB,,,23.09.16,,,,23.09.16,,R.N.R.,R.N.I.,,
1407,H&FW,"The Chief Medical Officer Taluk General Hospital, Sindagi, Vijayapura Dist.",2009-10 to 2015-16,II/IIB/2009-16,GSA,,National Rural Health Mission Non remittance of interest earned.,,J,IIB,,,23.09.16,,,,23.09.16,,R.N.R.,R.N.I.,,
1408,H&FW,"The Chief Medical Officer Taluk General Hospital, Sindagi, Vijayapura Dist.",2009-10 to 2015-16,III/IIB/2009-16,GSA,,Non preparation of Annual  Accounts under ARS-Rs. 17.68 lakh,,F,IIB,,,23.09.16,,,,23.09.16,,R.N.R.,R.N.I.,,
1409,H&FW,"The Chief Medical Officer Taluk General Hospital, Sindagi, Vijayapura Dist.",2009-10 to 2015-16,IV/IIB/2009-16,GSA,,Non maintenance of sub  stores records of Pharmacy section.,,F,IIB,,,23.09.16,,,,23.09.16,,R.N.R.,R.N.I.,,
1410,H&FW,"The Chief Medical Officer Taluk General Hospital, Sindagi, Vijayapura Dist.",2009-10 to 2015-16,V/IIB/2009-16,GSA,,Non disposal of Unserviceable articles & not conducting physical verification.,,F,IIB,,,23.09.16,,,,23.09.16,,R.N.R.,R.N.I.,,
1411,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,I/IIB/2007-16,GSA,,"Avoidable expenditure towards disposal of Bio medical  waste Rs. 3,59,012/-",,D,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1412,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,II/IIB/2007-16,GSA,,Irregular allowance of House Rent Allownaces-Rs. 1.75 lakh.,,B,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1413,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,III/IIB/2007-16,GSA,,Short collection of clinical facilities charges-Rs. 1.08 lakh.,,B,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1414,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,IV/IIB/2007-16,GSA,,Non adherence of KTPP Act during purchase of drugs and while engaging Group D officials/Computer operator.,,F,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1415,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,V/IIB/2007-16,GSA,,Non-deposit of ARS revenue receipts into the Consolidated Fund of the State.,,F,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1416,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,VI/IIB/2007-16,GSA,,Non maintenance of security deposit register and non  remittance of unclaimed security deposit as lapsed deposit.,,F,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1417,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,VII/IIB/2007-16,GSA,,Short recovery of Group Insurance.,,B,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1418,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,VIII/IIB/2007-16,GSA,,Release of Annual Increment during leave period.,,B,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1419,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,IX/IIB/2007-16,GSA,,Non-disposal of unsed X-Ray films and Hypo solution.,,J,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1420,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,X/IIB/2007-16,GSA,,Non maintenance of Asset register.,,F,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1421,H&FW,"The Chief Medical Officer Taluk General Hospital, Tarikere, Chikkamagalur Dist.",2007-08 to 2015-16,XI/IIB/2007-16,GSA,,Non disposal of condemned linen items.,,F,IIB,,,30.11.2018,,,,30.11.2018,,R.N.R.,R.N.I.,,
1422,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist. ",1994-95 to 2015-16,I/IIB/1985-86,GSA,,Cash book,,J,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1423,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,II/IIB/1985-86,GSA,,LTC-Claims of Officials,,B,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1424,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,III/IIB/1985-86,GSA,,Over payment of pay and allowances – Rs. 75 plus allowances,,B,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1425,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,IV/IIB/1985-86,GSA,,Sanction of uniform allowance,,B,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1426,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,I/IIB/1986-94,GSA,,Stock Register of Linen,,F,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1427,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,II/IIB/1986-94,GSA,, Non disposal of X-ray-Negative  Films,,F,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1428,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,IV/IIB/1986-94,GSA,,"a) Service Register of Smt. Shakuntala,  ANM-Excess payment of pay of Rs. 1240 plus allowances.                                                                                 b) Sanction of wrong scale of pay consequent on grant of Automatic Promotion in revised time  scale of pay to Group-D officials                 1. Smt. Mallamma Group D                                                                        2. Sri. Veeranna sweeper                                                                           3. Sri. Ayyappa S/o Kerappa, Group-D                                                                       4. Sri. Lingappa,  ward Boy                                                                                    c) Service Register of Sri. Krishan, Group-D                                                  d) Service Register of Sri. Yallappa, Sanitary Worker                                         e) Service Register of Sri. Veeranna, Sweeper                                                   f) Non drawal of increment and non refixation of pay in RPR-1994",,B,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1429,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,V/IIB/1986-94,GSA,,Issue of NSC in lieu of DA Arrears etc. to the officials,,B,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1430,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,VI/IIB/1986-94,GSA,,Short recovery of Professioanl Tax-Rs. 1630/-,,B,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1431,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,Para VII/IIB/1986-94,GSA,,Wanting acquittance for the payment.,,F,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1432,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,I/IIB/1994-16,GSA,,"Splitting up purchase of drugs and medicines worth Rs. 44.29 lakh in violation of KTPP (Amendment) Act, 2001.",,F,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1433,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,II/IIB/1994-16,GSA,,Non recovery of Income  Tax at Source in the supply Bills of Firms resulting in loss of Revenue to Government-Rs. 0.18 lakh,,B,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1434,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,III/IIB/1994-16,GSA,,Idle Medical Equipments-Central  Store-Rs. 17.50 lakh.,,G,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1435,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,V/IIB/1994-16,GSA,,Non collection of Medical Fitness Certification Fees.,,I,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1436,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,VI/IIB/1994-16,GSA,,"NRHM Non reconciliation of difference of Rs. 6,34,689/- between balances of Cash Book and  Pass Book",,F,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1437,H&FW,"The Chief Medical, Officer, Taluk General Hospital, Shahapur, Yadgir Dist.",1994-95 to 2015-16,VIII/IIB/1994-16,GSA,,Non-maintenance of the Records.,,F,IIB,,,11.07.17,,,,11.07.17,,17.01.2018,16.03.2018,,
1438,H&FW,"The Medical Superintendent, Government Haji DIR Ismail Sait (HSIS) Gosha",2016-17,I/IIB/2003-05,GSA,,Purchase of linen in excess of the power delegated.,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1439,H&FW,"The Medical Superintendent, Government Haji DIR Ismail Sait (HSIS) Gosha",2016-17,I/IIA/2015-16,GSA,,Probable encroachment of hospital land,,I,IIA,,,,,,,,,R.N.R.,R.N.I.,,
1440,H&FW,"The Medical Superintendent, Government Haji DIR Ismail Sait (HSIS) Gosha",2016-17,I/IIB/2015-16,GSA,,Construction of New HSIS Gosha Women & Children Hospital.,,I,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1441,H&FW,"The Medical Superintendent, Government Haji DIR Ismail Sait (HSIS) Gosha",2016-17,II/IIB/2015-16,GSA,,"Non remittance of interest amount  earned on scheme funds Rs. 3,63,476/-",,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1442,H&FW,"The Medical Superintendent, Government Haji DIR Ismail Sait (HSIS) Gosha",2016-17,III/IIB/2015-16,GSA,,Non-provision  of Mini Effluent Treatment Plant (ETP) and dual pipeline system ,,F,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1443,H&FW,"The Medical Superintendent, Government Haji DIR Ismail Sait (HSIS) Gosha",2016-17,IV/IIB/2015-16,GSA,,Non allotment of vacant quarter to the staff.,,J,IIB,,,,,,,,,R.N.R.,R.N.I.,,
1444,H&FW,"The Assistant Administrative Officer, General Hospital, Channapatna ",2012-13 to 2015-16,I/IIB/2012-16,GSA,,Non/short recovery of TDS.,,B,IIB,,,23.01.17,,,,23.01.17,,27.05.2018,11.02.2019,,
1445,H&FW,"The Assistant Administrative Officer, General Hospital, Channapatna ",2012-13 to 2015-16,II/IIB/2012-16,GSA,,Excess drawal of special/Emergency Allowances by Doctors.,,B,IIB,,,23.01.17,,,,23.01.17,,27.05.2018,11.02.2019,,
1446,H&FW,"The Assistant Administrative Officer, General Hospital, Channapatna ",2012-13 to 2015-16,III/IIB/2012-16,GSA,,Non-installation of electricity meters to Staff quarters.,,J,IIB,,,23.01.17,,,,23.01.17,,27.05.2018,11.02.2019,,
1447,H&FW,"The Assistant Administrative Officer, General Hospital, Channapatna ",2012-13 to 2015-16,IV/IIB/2012-16,GSA,,Non tracing of remittance.,,J,IIB,,,23.01.17,,,,23.01.17,,27.05.2018,11.02.2019,,
1448,H&FW,"The Assistant Administrative Officer, General Hospital, Channapatna ",2012-13 to 2015-16,V/IIB/2012-16,GSA,,Non-remittance of  Interest to Government head of account (NRHM),,J,IIB,,,23.01.17,,,,23.01.17,,27.05.2018,11.02.2019,,
